direction,model,bleu_mean,chrf_mean
hi2tgt,nllb,22.531575408534174,49.91886591547505
hi2tgt,mt5,36.20585885388068,60.36375185944882
hi2tgt,qwen,20.0111977550474,45.98993609077832
hi2tgt,llama,54.60961105776429,72.86859953258518
tgt2hi,nllb,52.664735797622996,70.39054756467795
tgt2hi,mt5,77.7148791805265,86.78940713647154
tgt2hi,qwen,42.68810803182051,61.97758802283526
tgt2hi,llama,71.79561379599838,83.20982539060904
